Trial number,Fixation Onset NEV,Image Onset NEV,Stim on/off NEV,Stim onset NEV,Stim offset NEV,Response value NEV,Reaction onset NEV,Congruent Value NEV,Valence Value NEV,Reaction time NEV,TrialNum,Delay1,Delay2,TrialComplete,TimeImageOnset,Noname,ColorLev,TimeTrial,BlockNumber,noname,noname,noname,noname,noname,TrialTypeDesignation
184.0,3767.666,3767.669,0.0,0.0,0.0,100.0,,,1.0,,84.0,2.5,1.75,84.0,,,1.0,,2.0,,,,,,2.0
185.0,3768.47,3768.474,0.0,0.0,0.0,100.0,,,1.0,,85.0,3.0,1.5,85.0,,,1.0,,2.0,,,,,,2.0
186.0,3769.275,3769.278,0.0,0.0,0.0,100.0,,,1.0,,86.0,3.0,1.5,86.0,,,1.0,,2.0,,,,,,2.0
187.0,3770.08,3770.084,0.0,0.0,0.0,100.0,,,1.0,,87.0,2.0,2.75,87.0,,,1.0,,2.0,,,,,,2.0
188.0,3770.885,3770.889,0.0,0.0,0.0,100.0,,,1.0,,88.0,3.25,1.0,88.0,,,1.0,,2.0,,,,,,2.0
189.0,3771.689,3771.693,0.0,0.0,0.0,100.0,,,1.0,,89.0,3.75,3.25,89.0,,,1.0,,2.0,,,,,,2.0
190.0,3772.494,3772.497,0.0,0.0,0.0,100.0,,,1.0,,90.0,2.25,2.25,90.0,,,1.0,,2.0,,,,,,2.0
191.0,3773.298,3773.302,0.0,0.0,0.0,100.0,,,1.0,,91.0,2.25,1.75,91.0,,,1.0,,2.0,,,,,,2.0
192.0,3774.103,3774.106,0.0,0.0,0.0,100.0,,,1.0,,92.0,2.5,2.5,92.0,,,1.0,,2.0,,,,,,2.0
193.0,3774.908,3774.911,0.0,0.0,0.0,100.0,,,1.0,,93.0,3.25,3.25,93.0,,,1.0,,2.0,,,,,,2.0
194.0,3775.712,3775.715,0.0,0.0,0.0,100.0,,,1.0,,94.0,2.75,2.0,94.0,,,1.0,,2.0,,,,,,2.0
195.0,3776.516,3776.52,0.0,0.0,0.0,100.0,,,1.0,,95.0,3.25,2.5,95.0,,,1.0,,2.0,,,,,,2.0
196.0,3777.321,3777.324,0.0,0.0,0.0,100.0,,,1.0,,96.0,2.0,3.75,96.0,,,1.0,,2.0,,,,,,2.0
197.0,3778.126,3778.129,0.0,0.0,0.0,100.0,,,1.0,,97.0,3.5,2.5,97.0,,,1.0,,2.0,,,,,,2.0
198.0,3778.93,3778.933,0.0,0.0,0.0,100.0,,,1.0,,98.0,2.75,2.75,98.0,,,1.0,,2.0,,,,,,2.0
199.0,3779.734,3779.737,0.0,0.0,0.0,100.0,,,1.0,,99.0,1.5,1.75,99.0,,,1.0,,2.0,,,,,,2.0
200.0,3780.538,3809.261,0.0,0.0,0.0,100.0,,,1.0,,100.0,2.25,1.5,100.0,,,1.0,,2.0,,,,,,2.0
201.0,3810.062,3810.065,0.0,0.0,0.0,100.0,,,1.0,,1.0,3.25,1.25,1.0,,,1.0,,3.0,,,,,,2.0
202.0,3810.867,3810.87,0.0,0.0,0.0,100.0,,,1.0,,2.0,2.25,3.5,2.0,,,1.0,,3.0,,,,,,2.0
203.0,3811.672,3811.675,0.0,0.0,0.0,100.0,,,1.0,,3.0,3.25,3.75,3.0,,,1.0,,3.0,,,,,,2.0
204.0,3812.476,3812.48,0.0,0.0,0.0,100.0,,,1.0,,4.0,2.75,1.0,4.0,,,1.0,,3.0,,,,,,2.0
205.0,3813.281,3813.285,0.0,0.0,0.0,100.0,,,1.0,,5.0,3.5,3.75,5.0,,,1.0,,3.0,,,,,,2.0
206.0,3814.086,3814.089,0.0,0.0,0.0,100.0,,,1.0,,6.0,3.0,3.25,6.0,,,1.0,,3.0,,,,,,2.0
207.0,3814.89,3814.894,0.0,0.0,0.0,100.0,,,1.0,,7.0,3.0,2.0,7.0,,,1.0,,3.0,,,,,,2.0
208.0,3815.696,3815.699,0.0,0.0,0.0,100.0,,,1.0,,8.0,2.75,1.5,8.0,,,1.0,,3.0,,,,,,2.0
209.0,3816.5,3816.504,0.0,0.0,0.0,100.0,,,1.0,,9.0,3.0,1.0,9.0,,,1.0,,3.0,,,,,,2.0
210.0,3817.305,3817.309,0.0,0.0,0.0,100.0,,,1.0,,10.0,1.75,1.0,10.0,,,1.0,,3.0,,,,,,2.0
211.0,3818.11,3818.114,0.0,0.0,0.0,100.0,,,1.0,,11.0,1.25,3.25,11.0,,,1.0,,3.0,,,,,,2.0
212.0,3818.914,3818.917,0.0,0.0,0.0,100.0,,,1.0,,12.0,3.0,1.75,12.0,,,1.0,,3.0,,,,,,2.0
213.0,3819.718,3819.721,0.0,0.0,0.0,100.0,,,1.0,,13.0,3.75,1.0,13.0,,,1.0,,3.0,,,,,,2.0
214.0,3820.523,3820.526,0.0,0.0,0.0,100.0,,,1.0,,14.0,2.25,2.0,14.0,,,1.0,,3.0,,,,,,2.0
215.0,3821.327,3821.331,0.0,0.0,0.0,100.0,,,1.0,,15.0,3.25,3.25,15.0,,,1.0,,3.0,,,,,,2.0
216.0,3822.132,3822.136,0.0,0.0,0.0,100.0,,,1.0,,16.0,1.5,2.25,16.0,,,1.0,,3.0,,,,,,2.0
217.0,3822.937,3822.941,0.0,0.0,0.0,100.0,,,1.0,,17.0,2.25,2.75,17.0,,,1.0,,3.0,,,,,,2.0
218.0,3823.742,3823.745,0.0,0.0,0.0,100.0,,,1.0,,18.0,3.0,3.25,18.0,,,1.0,,3.0,,,,,,2.0
219.0,3824.546,3824.55,0.0,0.0,0.0,100.0,,,1.0,,19.0,1.75,3.0,19.0,,,1.0,,3.0,,,,,,2.0
220.0,3825.351,3825.354,0.0,0.0,0.0,100.0,,,1.0,,20.0,2.75,1.25,20.0,,,1.0,,3.0,,,,,,2.0
221.0,3826.155,3826.159,0.0,0.0,0.0,100.0,,,1.0,,21.0,1.25,2.25,21.0,,,1.0,,3.0,,,,,,2.0
222.0,3826.96,3826.964,0.0,0.0,0.0,100.0,,,1.0,,22.0,3.75,2.0,22.0,,,1.0,,3.0,,,,,,2.0
223.0,3827.764,3827.767,0.0,0.0,0.0,100.0,,,1.0,,23.0,2.75,1.5,23.0,,,1.0,,3.0,,,,,,2.0
224.0,3828.569,3828.572,0.0,0.0,0.0,100.0,,,1.0,,24.0,3.25,1.75,24.0,,,1.0,,3.0,,,,,,2.0
225.0,3829.373,3829.377,0.0,0.0,0.0,100.0,,,1.0,,25.0,2.5,3.0,25.0,,,1.0,,3.0,,,,,,2.0
226.0,3830.178,3830.182,0.0,0.0,0.0,100.0,,,1.0,,26.0,3.5,3.75,26.0,,,1.0,,3.0,,,,,,2.0
227.0,3830.983,3830.986,0.0,0.0,0.0,100.0,,,1.0,,27.0,2.5,1.25,27.0,,,1.0,,3.0,,,,,,2.0
228.0,3831.787,3831.79,0.0,0.0,0.0,100.0,,,1.0,,28.0,1.25,1.75,28.0,,,1.0,,3.0,,,,,,2.0
229.0,3832.592,3832.595,0.0,0.0,0.0,100.0,,,1.0,,29.0,3.5,1.75,29.0,,,1.0,,3.0,,,,,,2.0
230.0,3833.396,3833.399,0.0,0.0,0.0,100.0,,,1.0,,30.0,3.25,1.5,30.0,,,1.0,,3.0,,,,,,2.0
231.0,3834.2,3834.203,0.0,0.0,0.0,100.0,,,1.0,,31.0,3.75,2.0,31.0,,,1.0,,3.0,,,,,,2.0
232.0,3835.005,3835.007,0.0,0.0,0.0,100.0,,,1.0,,32.0,1.5,1.75,32.0,,,1.0,,3.0,,,,,,2.0
233.0,3835.808,3835.811,0.0,0.0,0.0,100.0,,,1.0,,33.0,2.75,2.25,33.0,,,1.0,,3.0,,,,,,2.0
234.0,3836.613,3836.616,0.0,0.0,0.0,100.0,,,1.0,,34.0,2.0,3.25,34.0,,,1.0,,3.0,,,,,,2.0
235.0,3837.418,3837.421,0.0,0.0,0.0,100.0,,,1.0,,35.0,2.75,2.5,35.0,,,1.0,,3.0,,,,,,2.0
236.0,3838.223,3838.226,0.0,0.0,0.0,100.0,,,1.0,,36.0,3.75,1.75,36.0,,,1.0,,3.0,,,,,,2.0
237.0,3839.027,3839.03,0.0,0.0,0.0,100.0,,,1.0,,37.0,3.25,3.25,37.0,,,1.0,,3.0,,,,,,2.0
238.0,3839.831,3839.835,0.0,0.0,0.0,100.0,,,1.0,,38.0,2.0,2.5,38.0,,,1.0,,3.0,,,,,,2.0
239.0,3840.636,3840.64,0.0,0.0,0.0,100.0,,,1.0,,39.0,1.0,1.0,39.0,,,1.0,,3.0,,,,,,2.0
240.0,3841.441,3841.444,0.0,0.0,0.0,100.0,,,1.0,,40.0,2.5,3.25,40.0,,,1.0,,3.0,,,,,,2.0
241.0,3842.246,3842.25,0.0,0.0,0.0,100.0,,,1.0,,41.0,3.75,1.25,41.0,,,1.0,,3.0,,,,,,2.0
242.0,3843.051,3843.055,0.0,0.0,0.0,100.0,,,1.0,,42.0,2.5,2.25,42.0,,,1.0,,3.0,,,,,,2.0
243.0,3843.856,3843.859,0.0,0.0,0.0,100.0,,,1.0,,43.0,1.0,2.0,43.0,,,1.0,,3.0,,,,,,2.0
244.0,3844.661,3844.664,0.0,0.0,0.0,100.0,,,1.0,,44.0,1.25,3.25,44.0,,,1.0,,3.0,,,,,,2.0
245.0,3845.465,3845.468,0.0,0.0,0.0,100.0,,,1.0,,45.0,1.75,2.5,45.0,,,1.0,,3.0,,,,,,2.0
246.0,3846.269,3846.273,0.0,0.0,0.0,100.0,,,1.0,,46.0,1.25,2.75,46.0,,,1.0,,3.0,,,,,,2.0
247.0,3847.074,3847.077,0.0,0.0,0.0,100.0,,,1.0,,47.0,1.75,2.75,47.0,,,1.0,,3.0,,,,,,2.0
248.0,3847.878,3847.882,0.0,0.0,0.0,100.0,,,1.0,,48.0,3.0,3.0,48.0,,,1.0,,3.0,,,,,,2.0
249.0,3848.683,3848.686,0.0,0.0,0.0,100.0,,,1.0,,49.0,2.25,1.25,49.0,,,1.0,,3.0,,,,,,2.0
250.0,3849.487,3849.49,0.0,0.0,0.0,100.0,,,1.0,,50.0,1.5,3.5,50.0,,,1.0,,3.0,,,,,,2.0
251.0,3850.291,3850.295,0.0,0.0,0.0,100.0,,,1.0,,51.0,1.25,3.25,51.0,,,1.0,,3.0,,,,,,2.0
252.0,3851.096,3851.099,0.0,0.0,0.0,100.0,,,1.0,,52.0,2.5,3.75,52.0,,,1.0,,3.0,,,,,,2.0
253.0,3851.9,3851.903,0.0,0.0,0.0,100.0,,,1.0,,53.0,1.0,2.25,53.0,,,1.0,,3.0,,,,,,2.0
254.0,3852.704,3852.708,0.0,0.0,0.0,100.0,,,1.0,,54.0,1.25,3.75,54.0,,,1.0,,3.0,,,,,,2.0
255.0,3853.509,3853.514,0.0,0.0,0.0,100.0,,,1.0,,55.0,1.0,3.25,55.0,,,1.0,,3.0,,,,,,2.0
256.0,3854.315,3854.318,0.0,0.0,0.0,100.0,,,1.0,,56.0,3.25,3.5,56.0,,,1.0,,3.0,,,,,,2.0
257.0,3855.12,3855.123,0.0,0.0,0.0,100.0,,,1.0,,57.0,1.25,2.0,57.0,,,1.0,,3.0,,,,,,2.0
258.0,3855.924,3855.927,0.0,0.0,0.0,100.0,,,1.0,,58.0,1.75,3.25,58.0,,,1.0,,3.0,,,,,,2.0
259.0,3856.728,3856.731,0.0,0.0,0.0,100.0,,,1.0,,59.0,2.25,3.5,59.0,,,1.0,,3.0,,,,,,2.0
260.0,3857.532,3857.536,0.0,0.0,0.0,100.0,,,1.0,,60.0,1.5,1.75,60.0,,,1.0,,3.0,,,,,,2.0
261.0,3858.337,3858.341,0.0,0.0,0.0,100.0,,,1.0,,61.0,1.25,1.25,61.0,,,1.0,,3.0,,,,,,2.0
262.0,3859.142,3859.145,0.0,0.0,0.0,100.0,,,1.0,,62.0,3.5,2.5,62.0,,,1.0,,3.0,,,,,,2.0
263.0,3859.946,3859.949,0.0,0.0,0.0,100.0,,,1.0,,63.0,2.5,1.25,63.0,,,1.0,,3.0,,,,,,2.0
264.0,3860.751,3860.754,0.0,0.0,0.0,100.0,,,1.0,,64.0,3.5,2.75,64.0,,,1.0,,3.0,,,,,,2.0
265.0,3861.555,3861.558,0.0,0.0,0.0,100.0,,,1.0,,65.0,2.0,2.5,65.0,,,1.0,,3.0,,,,,,2.0
266.0,3862.36,3862.363,0.0,0.0,0.0,100.0,,,1.0,,66.0,2.0,1.0,66.0,,,1.0,,3.0,,,,,,2.0
267.0,3863.165,3863.169,0.0,0.0,0.0,100.0,,,1.0,,67.0,1.5,1.25,67.0,,,1.0,,3.0,,,,,,2.0
268.0,3863.969,3863.973,0.0,0.0,0.0,100.0,,,1.0,,68.0,1.5,1.5,68.0,,,1.0,,3.0,,,,,,2.0
269.0,3864.774,3864.777,0.0,0.0,0.0,100.0,,,1.0,,69.0,2.25,1.0,69.0,,,1.0,,3.0,,,,,,2.0
270.0,3865.578,3865.581,0.0,0.0,0.0,100.0,,,1.0,,70.0,3.5,3.75,70.0,,,1.0,,3.0,,,,,,2.0
271.0,3866.382,3866.385,0.0,0.0,0.0,100.0,,,1.0,,71.0,2.25,2.25,71.0,,,1.0,,3.0,,,,,,2.0
272.0,3867.186,3867.189,0.0,0.0,0.0,100.0,,,1.0,,72.0,2.0,3.5,72.0,,,1.0,,3.0,,,,,,2.0
273.0,3867.99,3867.993,0.0,0.0,0.0,100.0,,,1.0,,73.0,2.0,1.25,73.0,,,1.0,,3.0,,,,,,2.0
274.0,3868.794,3868.798,0.0,0.0,0.0,100.0,,,1.0,,74.0,3.25,2.0,74.0,,,1.0,,3.0,,,,,,2.0
275.0,3869.599,3869.604,0.0,0.0,0.0,100.0,,,1.0,,75.0,1.5,2.0,75.0,,,1.0,,3.0,,,,,,2.0
276.0,3870.405,3870.409,0.0,0.0,0.0,100.0,,,1.0,,76.0,1.25,1.25,76.0,,,1.0,,3.0,,,,,,2.0
277.0,3871.21,3871.213,0.0,0.0,0.0,100.0,,,1.0,,77.0,3.75,3.75,77.0,,,1.0,,3.0,,,,,,2.0
278.0,3872.014,3872.017,0.0,0.0,0.0,100.0,,,1.0,,78.0,2.5,1.0,78.0,,,1.0,,3.0,,,,,,2.0
279.0,3872.819,3872.822,0.0,0.0,0.0,100.0,,,1.0,,79.0,1.5,2.0,79.0,,,1.0,,3.0,,,,,,2.0
280.0,3873.624,3873.626,0.0,0.0,0.0,100.0,,,1.0,,80.0,3.25,1.0,80.0,,,1.0,,3.0,,,,,,2.0
281.0,3874.428,3874.431,0.0,0.0,0.0,100.0,,,1.0,,81.0,1.0,1.5,81.0,,,1.0,,3.0,,,,,,2.0
282.0,3875.232,3875.238,0.0,0.0,0.0,100.0,,,1.0,,82.0,2.75,3.0,82.0,,,1.0,,3.0,,,,,,2.0
283.0,3876.039,3876.042,0.0,0.0,0.0,100.0,,,1.0,,83.0,2.75,2.25,83.0,,,1.0,,3.0,,,,,,2.0
284.0,3876.844,3876.848,0.0,0.0,0.0,100.0,,,1.0,,84.0,2.5,1.75,84.0,,,1.0,,3.0,,,,,,2.0
285.0,3877.65,3877.654,0.0,0.0,0.0,100.0,,,1.0,,85.0,3.0,1.5,85.0,,,1.0,,3.0,,,,,,2.0
286.0,3878.455,3878.458,0.0,0.0,0.0,100.0,,,1.0,,86.0,3.0,1.5,86.0,,,1.0,,3.0,,,,,,2.0
287.0,3879.258,3879.262,0.0,0.0,0.0,100.0,,,1.0,,87.0,2.0,2.75,87.0,,,1.0,,3.0,,,,,,2.0
288.0,3880.063,3880.066,0.0,0.0,0.0,100.0,,,1.0,,88.0,3.25,1.0,88.0,,,1.0,,3.0,,,,,,2.0
289.0,3880.867,3880.871,0.0,0.0,0.0,100.0,,,1.0,,89.0,3.75,3.25,89.0,,,1.0,,3.0,,,,,,2.0
290.0,3881.672,3881.675,0.0,0.0,0.0,100.0,,,1.0,,90.0,2.25,2.25,90.0,,,1.0,,3.0,,,,,,2.0
291.0,3882.477,3882.481,0.0,0.0,0.0,100.0,,,1.0,,91.0,2.25,1.75,91.0,,,1.0,,3.0,,,,,,2.0
292.0,3883.282,3883.285,0.0,0.0,0.0,100.0,,,1.0,,92.0,2.5,2.5,92.0,,,1.0,,3.0,,,,,,2.0
293.0,3884.087,3884.092,0.0,0.0,0.0,100.0,,,1.0,,93.0,3.25,3.25,93.0,,,1.0,,3.0,,,,,,2.0
294.0,3884.893,3884.897,0.0,0.0,0.0,100.0,,,1.0,,94.0,2.75,2.0,94.0,,,1.0,,3.0,,,,,,2.0
295.0,3885.699,3885.702,0.0,0.0,0.0,100.0,,,1.0,,95.0,3.25,2.5,95.0,,,1.0,,3.0,,,,,,2.0
296.0,3886.503,3886.506,0.0,0.0,0.0,100.0,,,1.0,,96.0,2.0,3.75,96.0,,,1.0,,3.0,,,,,,2.0
297.0,3887.307,3887.31,0.0,0.0,0.0,100.0,,,1.0,,97.0,3.5,2.5,97.0,,,1.0,,3.0,,,,,,2.0
298.0,3888.111,3888.114,0.0,0.0,0.0,100.0,,,1.0,,98.0,2.75,2.75,98.0,,,1.0,,3.0,,,,,,2.0
299.0,3888.915,3888.919,0.0,0.0,0.0,100.0,,,1.0,,99.0,1.5,1.75,99.0,,,1.0,,3.0,,,,,,2.0
300.0,3889.72,4046.017,0.0,0.0,0.0,100.0,,,,,100.0,2.25,1.5,100.0,,,0.0,,3.0,,,,,,2.0
