Trial number,Fixation Onset NEV,Image Onset NEV,Stim on/off NEV,Stim onset NEV,Stim offset NEV,Response value NEV,Reaction onset NEV,Congruent Value NEV,Valence Value NEV,Reaction time NEV,TrialNum,Delay1,Delay2,TrialComplete,TimeImageOnset,ColorLev,TimeRec,TimeTrial,BlockNumber,TrialTypeDesignation
166.0,557.718,558.523,0.0,0.0,0.0,100.0,,,,,48.0,0.8,0.8,48.0,37.861,0.0,257137.9127,38.6618,2.0,2.0
167.0,558.523,559.329,0.0,0.0,0.0,100.0,,,,,49.0,0.8,0.8,49.0,38.6662,0.0,257138.7184,39.4675,2.0,2.0
168.0,559.329,560.134,0.0,0.0,0.0,100.0,,,,,50.0,0.8,0.8,50.0,39.4714,0.0,257139.5231,40.2722,2.0,2.0
169.0,560.134,560.939,0.0,0.0,0.0,100.0,,,,,51.0,0.8,0.8,51.0,40.2766,1.0,257140.3281,41.0772,2.0,2.0
170.0,560.939,561.745,0.0,0.0,0.0,100.0,,,,,52.0,0.8,0.8,52.0,41.0817,0.0,257141.1334,41.8825,2.0,2.0
171.0,561.745,562.55,0.0,0.0,0.0,100.0,,,,,53.0,0.8,0.8,53.0,41.8877,0.0,257141.9396,42.6887,2.0,2.0
172.0,562.55,563.356,0.0,0.0,0.0,100.0,,,,,54.0,0.8,0.8,54.0,42.6928,0.0,257142.7445,43.4937,2.0,2.0
173.0,563.356,564.161,0.0,0.0,0.0,100.0,,,,,55.0,0.8,0.8,55.0,43.498,0.0,257143.5497,44.2988,2.0,2.0
174.0,564.161,564.967,0.0,0.0,0.0,100.0,,,,,56.0,0.8,0.8,56.0,44.3033,0.0,257144.355,45.1041,2.0,2.0
175.0,564.967,565.772,0.0,0.0,0.0,100.0,,,,,57.0,0.8,0.8,57.0,45.1094,0.0,257145.1611,45.9102,2.0,2.0
176.0,565.772,566.577,0.0,0.0,0.0,100.0,,,,,58.0,0.8,0.8,58.0,45.9148,1.0,257145.9665,46.7156,2.0,2.0
177.0,566.577,567.384,0.0,0.0,0.0,100.0,,,,,59.0,0.8,0.8,59.0,46.72,0.0,257146.7717,47.5208,2.0,2.0
178.0,567.384,568.189,0.0,0.0,0.0,100.0,,,,,60.0,0.8,0.8,60.0,47.5251,1.0,257147.5774,48.3266,2.0,2.0
